File Path: C:\MTS TestSuite\Data Files\Olivier C\0_1_2 01-22-21 10 59 25 AM\DAQ- Time, … - (Timed).txt   
Test: MTS EM Tension (Extensometer) 3
Test Run: 0_1_2
Date: 1/22/2021 10:57:40 AM


Time 	Load 	Crosshead 	Extensometer 	Strain 	Stress 
sec	N	mm	mm	mm/mm	N/mm²
0.109999999403954	57.2181510925293	0.00300009219245112	0.000120419116456105	1.17033314381843E-05	3.69279675
0.209999993443489	61.7267761230469	0.00623096093477216	0.00185702094768203	3.40489714290015E-05	3.9837785
0.310000002384186	65.2815780639648	0.00969260599958943	0.00263194988292526	4.77162793686148E-05	4.2132015
0.409999996423721	69.5664367675781	0.0129234740597894	0.00387063346352079	7.61382834753022E-05	4.4897415
0.509999990463257	73.6774978637695	0.0161543430294842	0.00512496080773417	8.73622848303057E-05	4.755065
0.610000014305115	77.9222946166992	0.0196159871848067	0.00497932796861278	0.000107561754703056	5.0290195
0.709999978542328	82.18017578125	0.0228468579734908	0.00596325662627351	0.00011353367153788	5.3038185
0.810000002384186	85.9819259643555	0.026308500309824	0.00660955674902652	0.000149677114677615	5.5491795
0.910000026226044	90.2451934814453	0.0295393710985081	0.00743327791496995	0.000164126846357249	5.824326
1.00999999046326	93.7192230224609	0.0330010152538307	0.00923505012906389	0.000177101057488471	6.048536
1.11000001430511	98.2973403930664	0.036231882404536	0.00963589172897628	0.000193112762644887	6.3440025
1.21000003814697	102.625183105469	0.0396935320168268	0.0107433243101696	0.000207380478968844	6.623317
1.30999994277954	107.277603149414	0.0429243955295533	0.0120439381134929	0.000229422745178454	6.923579
1.4099999666214	111.140937805176	0.0463860451418441	0.0122165411085007	0.000239859538851306	7.1729145
1.50999999046326	114.848258972168	0.0496169122925494	0.0130646158140735	0.000259214022662491	7.412181
1.61000001430511	119.153182983398	0.0528477794432547	0.0142942917591427	0.000281638000160456	7.690016
1.71000003814697	123.85986328125	0.0563094254175667	0.0152420479935245	0.000285222864476964	7.99378
1.80999994277954	127.440155029297	0.059540292568272	0.0160133095050696	0.000312014308292419	8.224848
1.9099999666214	132.39860534668	0.0630019349046052	0.0166276786330855	0.000337435223627836	8.544861
2.00999999046326	136.514495849609	0.0662328093312681	0.0177813253685599	0.000355082273017615	8.810496
2.10999989509583	140.239669799805	0.0696944553055801	0.0182718013093108	0.000377831922378391	9.050915
2.21000003814697	144.564865112305	0.0729253224562854	0.0197166245925473	0.000380018900614232	9.330058
2.30999994277954	148.77131652832	0.0761561896069907	0.020132414647378	0.000395456241676584	9.601538
2.41000008583069	152.775024414063	0.0796178355813026	0.0207599950954318	0.000401418306864798	9.859933
2.50999999046326	157.030227661133	0.0830794815556146	0.0219933481275802	0.000426173181040213	10.134559
2.60999989509583	161.479400634766	0.0863103487063199	0.0230001896852627	0.000448064820375293	10.421704
2.71000003814697	165.118118286133	0.0895412158570252	0.0238861503021326	0.000470503699034452	10.656543
2.80999994277954	169.495590209961	0.0930028618313372	0.0247392017627135	0.000482763658510521	10.93906
2.91000008583069	174.109283447266	0.0962337362580001	0.0249942004302284	0.000504055584315211	11.236823
3.00999999046326	177.920135498047	0.0996953749563545	0.0264934697042918	0.000509359932038933	11.482771
3.10999989509583	182.289398193359	0.102926249383017	0.027173204216524	0.000530276040080935	11.764758
3.21000003814697	186.440505981445	0.106387888081372	0.0277233830274781	0.000548549403902143	12.032666
3.30999994277954	190.174499511719	0.109618762508035	0.0288547380478121	0.000565963855478913	12.273654
3.41000008583069	194.59489440918	0.113080401206389	0.029582070055767	0.000587595859542489	12.558941
3.50999999046326	199.072280883789	0.116311275633052	0.0302306216326542	0.000593016913626343	12.847907
3.60999989509583	202.870208740234	0.1195421355078	0.0314442404487636	0.000606605783104897	13.093021
3.71000003814697	207.251571655273	0.123003788758069	0.0318422098644078	0.000636814860627055	13.375789
3.80999994277954	211.209869384766	0.126234648632817	0.0330592374666594	0.000646355736535043	13.631254
3.91000008583069	215.223281860352	0.12946552305948	0.0335674012603704	0.000653171387966722	13.890275
4.01000022888184	220.120635986328	0.132927161757834	0.0344918516930193	0.00068703101715073	14.206345
4.1100001335144	223.937164306641	0.136158036184497	0.0359529985871632	0.000706288905348629	14.452659
4.21000003814697	228.304809570313	0.139619674882852	0.0356590971932746	0.000713001238182187	14.734542
4.30999994277954	232.401519775391	0.142850549309514	0.0374765550077427	0.000735391455236822	14.99894
4.40999984741211	236.307723999023	0.146312188007869	0.0382139078283217	0.000745295779779553	15.251042
4.51000022888184	241.240982055664	0.149543062434532	0.0383865663025063	0.0007570197340101	15.569429
4.6100001335144	245.154205322266	0.152773936861195	0.0400554308725987	0.000777053646743298	15.821984
